subject,prefix,author_prefix,dcterms:creator,author_last_first,rdfs:label,dcterms:title,schema:encodingFormat,schema:bookFormat
Rachel_Morgan_08,authors,:,Kim_Harrison,"Harrison, Kim",Kim Harrison,Rachel Morgan 08 - Black Magic Sanction,mobi,schema:Ebook
Rachel_Morgan_09,authors,:,Kim_Harrison,"Harrison, Kim",Kim Harrison,Rachel Morgan 09 - Pale Demon,mobi,schema:Ebook
Brief_History_of_Time,authors,:,Stephen_Hawking,"Hawking, Stephen",Stephen Hawking,A Brief History of Time,mobi,schema:Ebook
Grand_Design,authors,:,Stephen_Hawking,"Hawking, Stephen",Stephen Hawking,The Grand Design,mobi,schema:Ebook
Scarlet_Letter,authors,:,Nathaniel_Hawthorne,"Hawthorne, Nathaniel",Nathaniel Hawthorne,The Scarlet Letter,mobi,schema:Ebook
Moon_Is-Harsh_Mistress,authors,:,Robert_A_Heinlein,"Heinlein, Robert. A.",Robert. A. Heinlein,The Moon Is a Harsh Mistress,mobi,schema:Ebook
War_of_Dwarves,authors,:,Markus_Heitz,"Heitz, Markus",Markus Heitz,The War of the Dwarves,mobi,schema:Ebook
Catch22,authors,:,Joseph_Heller,"Heller, Joseph",Joseph Heller,Catch-22,mobi,schema:Ebook
Farewell_to_Arms,authors,:,Ernest_Hemingway,"Hemingway, Ernest",Ernest Hemingway,A Farewell to Arms,mobi,schema:Ebook
For_Whom_Bell_Tolls,authors,:,Ernest_Hemingway,"Hemingway, Ernest",Ernest Hemingway,For Whom the Bell Tolls,mobi,schema:Ebook
Old_Man_and_Sea,authors,:,Ernest_Hemingway,"Hemingway, Ernest",Ernest Hemingway,The Old Man and the Sea,mobi,schema:Ebook
Sun_Also_Rises,authors,:,Ernest_Hemingway,"Hemingway, Ernest",Ernest Hemingway,The Sun Also Rises,mobi,schema:Ebook
Dune_01,authors,:,Frank_Herbert,"Herbert, Frank",Frank Herbert,Dune 01 - Dune,mobi,schema:Ebook
Dune_02,authors,:,Frank_Herbert,"Herbert, Frank",Frank Herbert,Dune 02 - Dune Messiah,mobi,schema:Ebook
Dune_03,authors,:,Frank_Herbert,"Herbert, Frank",Frank Herbert,Dune 03 - Children of Dune,mobi,schema:Ebook
Dune_04,authors,:,Frank_Herbert,"Herbert, Frank",Frank Herbert,Dune 04 - God Emperor of Dune,mobi,schema:Ebook
Dune_05,authors,:,Frank_Herbert,"Herbert, Frank",Frank Herbert,Dune 05 - Heretics of Dune,mobi,schema:Ebook
Dune_06,authors,:,Frank_Herbert,"Herbert, Frank",Frank Herbert,Dune 06 - Chapterhouse Dune,mobi,schema:Ebook
Siddhartha,authors,:,Hermann_Hesse,"Hesse, Hermann",Hermann Hesse,Siddhartha,mobi,schema:Ebook
Heart-Shaped_Box,authors,:,Joe_Hill,"Hill, Joe",Joe Hill,Heart-Shaped Box,mobi,schema:Ebook
Unbroken_World_War_II_Story_Survival,authors,:,Laura_Hillenbrand,"Hillenbrand, Laura",Laura Hillenbrand,"Unbroken, A World War II Story of Survival",mobi,schema:Ebook
Outsiders,authors,:,SE_Hinton,"Hinton, S.E.",S.E. Hinton,The Outsiders,mobi,schema:Ebook
Infidel,authors,:,Ayaan_Hirsi_Ali,"Hirsi Ali, Ayaan",Ayaan Hirsi Ali,Infidel,mobi,schema:Ebook
Hitch22,authors,:,Christopher_Hitchens,"Hitchens, Christopher",Christopher Hitchens,Hitch-22,mobi,schema:Ebook
Portable_Atheist,authors,:,Christopher_Hitchens,"Hitchens, Christopher",Christopher Hitchens,The Portable Atheist,mobi,schema:Ebook
Rain_Wilds_Chronicles_01,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,Rain Wilds Chronicles 01 - Dragon Keeper,mobi,schema:Ebook
Rain_Wilds_Chronicles_02,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,Rain Wilds Chronicles 02 - Dragon Haven,mobi,schema:Ebook
Farseer_Trilogy_01,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,The Farseer Trilogy 01 - Assassin's Apprentice,mobi,schema:Ebook
Farseer_Trilogy_02,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,The Farseer Trilogy 02 - Royal Assassin,mobi,schema:Ebook
Farseer_Trilogy_03,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,The Farseer Trilogy 03 - Assassin's Quest,mobi,schema:Ebook
Liveship_Traders_01,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,The Liveship Traders 01 - Ship of Magic,mobi,schema:Ebook
Liveship_Traders_02,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,The Liveship Traders 02 - Mad Ship,mobi,schema:Ebook
Liveship_Traders_03,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,The Liveship Traders 03 - Ship of Destiny,mobi,schema:Ebook
Tawny_Man_01,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,The Tawny Man 01 - Fool's Errand,mobi,schema:Ebook
Tawny_Man_02,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,The Tawny Man 02 - Golden Fool,mobi,schema:Ebook
Tawny_Man_03,authors,:,Robin_Hobb,"Hobb, Robin",Robin Hobb,The Tawny Man 03 - Fool's Fate,mobi,schema:Ebook
Iliad,authors,:,Homer,Homer,Homer,The Iliad,mobi,schema:Ebook
Odyssey,authors,:,Homer,Homer,Homer,The Odyssey,mobi,schema:Ebook
About_a_Boy,authors,:,Nick_Hornby,"Hornby, Nick",Nick Hornby,About a Boy,mobi,schema:Ebook
Fever_Pitch,authors,:,Nick_Hornby,"Hornby, Nick",Nick Hornby,Fever Pitch,mobi,schema:Ebook
High_Fidelity,authors,:,Nick_Hornby,"Hornby, Nick",Nick Hornby,High Fidelity,mobi,schema:Ebook
Thousand_Splendid_Suns,authors,:,Khaled_Hosseini,"Hosseini, Khaled",Khaled Hosseini,A Thousand Splendid Suns,mobi,schema:Ebook
Kite_Runner,authors,:,Khaled_Hosseini,"Hosseini, Khaled",Khaled Hosseini,The Kite Runner,mobi,schema:Ebook
Les_Miserables,authors,:,Victor_Hugo,"Hugo, Victor",Victor Hugo,Les Miserables,mobi,schema:Ebook
Hunchback_of_Notre_Dame,authors,:,Victor_Hugo,"Hugo, Victor",Victor Hugo,The Hunchback of Notre Dame,mobi,schema:Ebook
Bob_Lee_Swagger_01,authors,:,Stephen_Hunter,"Hunter, Stephen",Stephen Hunter,Bob Lee Swagger 01 - Point Of Impact,mobi,schema:Ebook
Their_Eyes_Were_Watching_God,authors,:,Zora_Neale_Hurston,"Hurston, Zora Neale",Zora Neale Hurston,Their Eyes Were Watching God,mobi,schema:Ebook
Henry_Thompson_01,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,Henry Thompson 01 - Caught Stealing,mobi,schema:Ebook
Henry_Thompson_02,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,Henry Thompson 02 - Six Bad Things,mobi,schema:Ebook
Henry_Thompson_03,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,Henry Thompson 03 - A Dangerous Man,mobi,schema:Ebook
Joe_Pitt_1,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,Joe Pitt 1 - Already Dead,mobi,schema:Ebook
Joe_Pitt_2,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,Joe Pitt 2 - No Dominion,mobi,schema:Ebook
Joe_Pitt_3,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,Joe Pitt 3 - Half the Blood of Brooklyn,mobi,schema:Ebook
Joe_Pitt_4,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,Joe Pitt 4 - Every Last Drop,mobi,schema:Ebook
Joe_Pitt_5,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,Joe Pitt 5 - My Dead Body,mobi,schema:Ebook
Sleepless,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,Sleepless,mobi,schema:Ebook
Mystic_Arts_Erasing_All_Signs_of_Death,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,The Mystic Arts of Erasing All Signs of Death,mobi,schema:Ebook
Shotgun_Rule,authors,:,Charlie_Huston,"Huston, Charlie",Charlie Huston,The Shotgun Rule,mobi,schema:Ebook
Brave_New_World,authors,:,Aldous_Huxley,"Huxley, Aldous",Aldous Huxley,Brave New World,mobi,schema:Ebook
Prayer_for_Owen_Meany,authors,:,John_Irving,"Irving, John",John Irving,A Prayer for Owen Meany,mobi,schema:Ebook
Last_Night_in_Twisted_River,authors,:,John_Irving,"Irving, John",John Irving,Last Night in Twisted River,mobi,schema:Ebook
Legend_of_Sleepy_Hollow,authors,:,Washington_Irving,"Irving, Washington",Washington Irving,The Legend of Sleepy Hollow,mobi,schema:Ebook
Never_Let_Me_Go,authors,:,Kazuo_Ishiguro,"Ishiguro, Kazuo",Kazuo Ishiguro,Never Let Me Go,mobi,schema:Ebook
Lottery,authors,:,Shirley_Jackson,"Jackson, Shirley",Shirley Jackson,The Lottery,mobi,schema:Ebook
Know_It_All,authors,:,AJ_Jacobs,"Jacobs, A.J.",A.J. Jacobs,Know-It-All,mobi,schema:Ebook
Year_of_Living_Biblically,authors,:,AJ_Jacobs,"Jacobs, A.J.",A.J. Jacobs,The Year of Living Biblically,mobi,schema:Ebook
Daisy_Miller_Other_Stories,authors,:,Henry_James,"James, Henry",Henry James,Daisy Miller and Other Stories,mobi,schema:Ebook
Decoded,authors,:,Jay_Z,Jay-Z,Jay-Z,Decoded,mobi,schema:Ebook
Hardest_Working_Man_in_Showbiz,authors,:,Ron_Jeremy,"Jeremy, Ron",Ron Jeremy,The Hardest (Working) Man in Showbiz,mobi,schema:Ebook
Devils_Heart,authors,:,William_Johnstone,"Johnstone, William W.",William W. Johnstone,The Devils Heart,prc,schema:Ebook
Devils_Kiss,authors,:,William_Johnstone,"Johnstone, William W.",William W. Johnstone,The Devil's Kiss,mobi,schema:Ebook
Wheel_of_Time_00,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 00 - New Spring,mobi,schema:Ebook
Wheel_of_Time_01,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 01 - The Eye of the World,mobi,schema:Ebook
Wheel_of_Time_02,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 02 - The Great Hunt,mobi,schema:Ebook
Wheel_of_Time_03,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 03 - The Dragon Reborn,mobi,schema:Ebook
Wheel_of_Time_04,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 04 - The Shadow Rising,mobi,schema:Ebook
Wheel_of_Time_05,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 05 - Lord of Chaos,mobi,schema:Ebook
Wheel_of_Time_06,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 06 - The Fires of Heaven,mobi,schema:Ebook
Wheel_of_Time_07,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 07 - A Crown of Swords,mobi,schema:Ebook
Wheel_of_Time_08,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 08 - The Path of Daggers,mobi,schema:Ebook
Wheel_of_Time_09,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 09 - Winter's Heart,mobi,schema:Ebook
Wheel_of_Time_10,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 10 - Crossroads of Twilight,mobi,schema:Ebook
Wheel_of_Time_11,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 11 - Knife of Dreams,mobi,schema:Ebook
Wheel_of_Time_12,authors,:,Robert_Jordan,"Jordan, Robert",Robert Jordan,Wheel of Time 12 - The Gathering Storm,mobi,schema:Ebook
Portrait_of_Artist_As_Young_Man,authors,:,James_Joyce,"Joyce, James",James Joyce,A Portrait of the Artist As a Young Man,mobi,schema:Ebook
Dubliners,authors,:,James_Joyce,"Joyce, James",James Joyce,Dubliners,mobi,schema:Ebook
Ulysses,authors,:,James_Joyce,"Joyce, James",James Joyce,Ulysses,mobi,schema:Ebook
No_One_Belongs_Here_More_Than_You,authors,:,Miranda_July,"July, Miranda",Miranda July,No One Belongs Here More Than You,mobi,schema:Ebook
Perfect_Storm,authors,:,Sebastian_Junger,"Junger, Sebastian",Sebastian Junger,The Perfect Storm,mobi,schema:Ebook
War,authors,:,Sebastian_Junger,"Junger, Sebastian",Sebastian Junger,War,mobi,schema:Ebook
Phantom_Tollbooth,authors,:,Norton_Juster,"Juster, Norton",Norton Juster,The Phantom Tollbooth,mobi,schema:Ebook
Metamorphosis_Other_Stories,authors,:,Franz_Kafka,"Kafka, Franz",Franz Kafka,The Metamorphosis and Other Stories,mobi,schema:Ebook
Trial,authors,:,Franz_Kafka,"Kafka, Franz",Franz Kafka,The Trial,mobi,schema:Ebook
Physics_of_Impossible,authors,:,Michio_Kaku,"Kaku, Michio",Michio Kaku,Physics of the Impossible,mobi,schema:Ebook
On_Road,authors,:,Jack_Kerouac,"Kerouac, Jack",Jack Kerouac,On The Road,mobi,schema:Ebook
Dharma_Bums,authors,:,Jack_Kerouac,"Kerouac, Jack",Jack Kerouac,The Dharma Bums,mobi,schema:Ebook
Hitler,authors,:,Ian_Kershaw,"Kershaw, Ian",Ian Kershaw,Hitler,mobi,schema:Ebook
One_Flew_Over_Cuckoos_Nest,authors,:,Ken_Kesey,"Kesey, Ken",Ken Kesey,One Flew Over the Cuckoo's Nest,mobi,schema:Ebook
Anybody_Out_There,authors,:,Marian_Keyes,"Keyes, Marian",Marian Keyes,Anybody Out There,mobi,schema:Ebook
Last_Chance_Saloon,authors,:,Marian_Keyes,"Keyes, Marian",Marian Keyes,Last Chance Saloon,mobi,schema:Ebook
Lucy_Sullivan_Getting_Married,authors,:,Marian_Keyes,"Keyes, Marian",Marian Keyes,Lucy Sullivan is Getting Married,mobi,schema:Ebook
Rachels_Holiday,authors,:,Marian_Keyes,"Keyes, Marian",Marian Keyes,Rachel's Holiday,mobi,schema:Ebook
Sushi_for_Beginner,authors,:,Marian_Keyes,"Keyes, Marian",Marian Keyes,Sushi for Beginner,mobi,schema:Ebook
Other_Side_of_Story,authors,:,Marian_Keyes,"Keyes, Marian",Marian Keyes,The Other Side of the Story,mobi,schema:Ebook
Watermelon,authors,:,Marian_Keyes,"Keyes, Marian",Marian Keyes,Watermelon,mobi,schema:Ebook
Afraid,authors,:,JA_Konrath,"Kilborn, Jack",Jack Kilborn,Afraid,mobi,schema:Ebook
Serial_Uncut,authors,:,JA_Konrath,"Kilborn, Jack",Jack Kilborn,Serial (Uncut),mobi,schema:Ebook
Trapped,authors,:,JA_Konrath,"Kilborn, Jack",Jack Kilborn,Trapped,mobi,schema:Ebook
Bag_of_Bones,authors,:,Stephen_King,"King, Stephen",Stephen King,Bag of Bones,mobi,schema:Ebook
Black_House,authors,:,Stephen_King,"King, Stephen",Stephen King,Black House,mobi,schema:Ebook
Carrie,authors,:,Stephen_King,"King, Stephen",Stephen King,Carrie,mobi,schema:Ebook
Cell,authors,:,Stephen_King,"King, Stephen",Stephen King,Cell,mobi,schema:Ebook
Christine,authors,:,Stephen_King,"King, Stephen",Stephen King,Christine,mobi,schema:Ebook
Cujo,authors,:,Stephen_King,"King, Stephen",Stephen King,Cujo,mobi,schema:Ebook
Cycle_of_Werewolf,authors,:,Stephen_King,"King, Stephen",Stephen King,Cycle of the Werewolf,mobi,schema:Ebook
Desperation,authors,:,Stephen_King,"King, Stephen",Stephen King,Desperation,mobi,schema:Ebook
Different_Seasons,authors,:,Stephen_King,"King, Stephen",Stephen King,Different Seasons,mobi,schema:Ebook
Dolores_Claiborne,authors,:,Stephen_King,"King, Stephen",Stephen King,Dolores Claiborne,mobi,schema:Ebook
Dreamcatcher,authors,:,Stephen_King,"King, Stephen",Stephen King,Dreamcatcher,mobi,schema:Ebook
Duma_Key,authors,:,Stephen_King,"King, Stephen",Stephen King,Duma Key,mobi,schema:Ebook
Everythings_Eventual,authors,:,Stephen_King,"King, Stephen",Stephen King,Everything's Eventual,mobi,schema:Ebook
Firestarter,authors,:,Stephen_King,"King, Stephen",Stephen King,Firestarter,mobi,schema:Ebook
Four_Past_Midnight,authors,:,Stephen_King,"King, Stephen",Stephen King,Four Past Midnight,mobi,schema:Ebook
From_a_Buick_8,authors,:,Stephen_King,"King, Stephen",Stephen King,From a Buick 8,mobi,schema:Ebook
Full_Dark_No_Stars,authors,:,Stephen_King,"King, Stephen",Stephen King,"Full Dark, No Stars",mobi,schema:Ebook
Geralds_Game,authors,:,Stephen_King,"King, Stephen",Stephen King,Gerald's Game,mobi,schema:Ebook
Hearts_In_Atlantis,authors,:,Stephen_King,"King, Stephen",Stephen King,Hearts In Atlantis,mobi,schema:Ebook
Insomnia,authors,:,Stephen_King,"King, Stephen",Stephen King,Insomnia,mobi,schema:Ebook
It,authors,:,Stephen_King,"King, Stephen",Stephen King,It,mobi,schema:Ebook
Just_After_Sunset,authors,:,Stephen_King,"King, Stephen",Stephen King,Just After Sunset,mobi,schema:Ebook
Liseys_Story,authors,:,Stephen_King,"King, Stephen",Stephen King,Lisey's Story,mobi,schema:Ebook
Misery,authors,:,Stephen_King,"King, Stephen",Stephen King,Misery,mobi,schema:Ebook
Night_Shift,authors,:,Stephen_King,"King, Stephen",Stephen King,Night Shift,mobi,schema:Ebook
Nightmares_Dreamscapes,authors,:,Stephen_King,"King, Stephen",Stephen King,Nightmares and Dreamscapes,mobi,schema:Ebook
Pet_Sematary,authors,:,Stephen_King,"King, Stephen",Stephen King,Pet Sematary,mobi,schema:Ebook
Rage,authors,:,Stephen_King,"King, Stephen",Stephen King,Rage,mobi,schema:Ebook
Roadwork,authors,:,Stephen_King,"King, Stephen",Stephen King,Roadwork,mobi,schema:Ebook
Rose_Madder,authors,:,Stephen_King,"King, Stephen",Stephen King,Rose Madder,mobi,schema:Ebook
Salems_Lot,authors,:,Stephen_King,"King, Stephen",Stephen King,Salem's Lot,mobi,schema:Ebook
Skeleton_Crew,authors,:,Stephen_King,"King, Stephen",Stephen King,Skeleton Crew,mobi,schema:Ebook
Colorado_Kid,authors,:,Stephen_King,"King, Stephen",Stephen King,The Colorado Kid,mobi,schema:Ebook
Dark_Half,authors,:,Stephen_King,"King, Stephen",Stephen King,The Dark Half,mobi,schema:Ebook
Dark_Tower_01,authors,:,Stephen_King,"King, Stephen",Stephen King,The Dark Tower 01 - The Gunslinger,mobi,schema:Ebook
Dark_Tower_02,authors,:,Stephen_King,"King, Stephen",Stephen King,The Dark Tower 02 - The Drawing of the Three,mobi,schema:Ebook
Dark_Tower_03,authors,:,Stephen_King,"King, Stephen",Stephen King,The Dark Tower 03 - The Waste Lands,mobi,schema:Ebook
Dark_Tower_04,authors,:,Stephen_King,"King, Stephen",Stephen King,The Dark Tower 04 - Wizard and Glass,mobi,schema:Ebook
Dark_Tower_05,authors,:,Stephen_King,"King, Stephen",Stephen King,The Dark Tower 05 - Wolves of the Calla,mobi,schema:Ebook
Dark_Tower_06,authors,:,Stephen_King,"King, Stephen",Stephen King,The Dark Tower 06 - Song of Susannah,mobi,schema:Ebook
Dark_Tower_07,authors,:,Stephen_King,"King, Stephen",Stephen King,The Dark Tower 07 - The Dark Tower,mobi,schema:Ebook
Dead_Zone,authors,:,Stephen_King,"King, Stephen",Stephen King,The Dead Zone,mobi,schema:Ebook
Eyes_of_Dragon,authors,:,Stephen_King,"King, Stephen",Stephen King,The Eyes of the Dragon,mobi,schema:Ebook
Girl_Who_Loved_Tom_Gordon,authors,:,Stephen_King,"King, Stephen",Stephen King,The Girl Who Loved Tom Gordon,mobi,schema:Ebook
Green_Mile,authors,:,Stephen_King,"King, Stephen",Stephen King,The Green Mile,mobi,schema:Ebook
Long_Walk,authors,:,Stephen_King,"King, Stephen",Stephen King,The Long Walk,mobi,schema:Ebook
Regulators,authors,:,Stephen_King,"King, Stephen",Stephen King,The Regulators,mobi,schema:Ebook
Running_Man,authors,:,Stephen_King,"King, Stephen",Stephen King,The Running Man,mobi,schema:Ebook
Shining,authors,:,Stephen_King,"King, Stephen",Stephen King,The Shining,mobi,schema:Ebook
Stand,authors,:,Stephen_King,"King, Stephen",Stephen King,The Stand,mobi,schema:Ebook
Talisman,authors,:,Stephen_King,"King, Stephen",Stephen King,The Talisman,mobi,schema:Ebook
Tommyknockers,authors,:,Stephen_King,"King, Stephen",Stephen King,The Tommyknockers,mobi,schema:Ebook
Thinner,authors,:,Stephen_King,"King, Stephen",Stephen King,Thinner,mobi,schema:Ebook
Under_Dome,authors,:,Stephen_King,"King, Stephen",Stephen King,Under the Dome,mobi,schema:Ebook
UR,authors,:,Stephen_King,"King, Stephen",Stephen King,UR,mobi,schema:Ebook
An_Evening_at_Gods,authors,:,Stephen_King,"King, Stephen",Stephen King,An Evening at God's,mobi,schema:Ebook
L.T.s_Theory_of_Pets,authors,:,Stephen_King,"King, Stephen",Stephen King,L.T.'s Theory of Pets,mobi,schema:Ebook
Luckey_Quarter,authors,:,Stephen_King,"King, Stephen",Stephen King,Luckey Quarter,mobi,schema:Ebook
Other_Side_of_Fog,authors,:,Stephen_King,"King, Stephen",Stephen King,"People, Places & Things - The Other Side of the Fog",mobi,schema:Ebook
Stranger,authors,:,Stephen_King,"King, Stephen",Stephen King,"People, Places & Things - The Stranger",mobi,schema:Ebook
Thing_at_Bottom_of_Well,authors,:,Stephen_King,"King, Stephen",Stephen King,"People, Places & Things - The Thing at the Bottom of the Well",mobi,schema:Ebook
Bachman_Books_Complete,authors,:,Stephen_King,"King, Stephen",Stephen King,The Bachman Books (Complete),mobi,schema:Ebook
Dark_Tower_V,authors,:,Stephen_King,"King, Stephen",Stephen King,The Dark Tower V - Prologue,mobi,schema:Ebook
King_Family,authors,:,Stephen_King,"King, Stephen",Stephen King,The King Family,mobi,schema:Ebook
Mist,authors,:,Stephen_King,"King, Stephen",Stephen King,The Mist,mobi,schema:Ebook
Monkey,authors,:,Stephen_King,"King, Stephen",Stephen King,The Monkey,mobi,schema:Ebook
Night_of_Tiger,authors,:,Stephen_King,"King, Stephen",Stephen King,The Night of the Tiger,mobi,schema:Ebook
Reploids,authors,:,Stephen_King,"King, Stephen",Stephen King,The Reploids,mobi,schema:Ebook
Road_Virus_Heads_North,authors,:,Stephen_King,"King, Stephen",Stephen King,The Road Virus Heads North,mobi,schema:Ebook
Stand_Uncut,authors,:,Stephen_King,"King, Stephen",Stephen King,The Stand (Uncut),mobi,schema:Ebook
Walking,authors,:,Stephen_King,"King, Stephen",Stephen King,The Walking,prc,schema:Ebook
Umneys_Last_Case,authors,:,Stephen_King,"King, Stephen",Stephen King,Umney's Last Case,mobi,schema:Ebook
Under_Dome,authors,:,Stephen_King,"King, Stephen",Stephen King,Under The Dome,prc,schema:Ebook
Word_Processor_of_Gods,authors,:,Stephen_King,"King, Stephen",Stephen King,Word Processor of the Gods,mobi,schema:Ebook
Poisonwood_Bible,authors,:,Barbara_Kingsolver,"Kingsolver, Barbara",Barbara Kingsolver,The Poisonwood Bible,mobi,schema:Ebook
Can_You_Keep_a_Secret,authors,:,Sophie_Kinsella,"Kinsella, Sophie",Sophie Kinsella,Can You Keep a Secret,mobi,schema:Ebook
Confessions_of_Shopaholic,authors,:,Sophie_Kinsella,"Kinsella, Sophie",Sophie Kinsella,Confessions of a Shopaholic,mobi,schema:Ebook
Remember_Me,authors,:,Sophie_Kinsella,"Kinsella, Sophie",Sophie Kinsella,Remember Me,mobi,schema:Ebook
Shopaholic_and_Baby,authors,:,Sophie_Kinsella,"Kinsella, Sophie",Sophie Kinsella,Shopaholic and Baby,mobi,schema:Ebook
Shopaholic_and_Sister,authors,:,Sophie_Kinsella,"Kinsella, Sophie",Sophie Kinsella,Shopaholic and Sister,mobi,schema:Ebook
Shopaholic_Takes_Manhattan,authors,:,Sophie_Kinsella,"Kinsella, Sophie",Sophie Kinsella,Shopaholic Takes Manhattan,mobi,schema:Ebook
Shopaholic_Ties_Knot,authors,:,Sophie_Kinsella,"Kinsella, Sophie",Sophie Kinsella,Shopaholic Ties the Knot,mobi,schema:Ebook
Rich_Dad_Poor_Dad,authors,:,Robert_Kiyosaki,"Kiyosaki, Robert",Robert Kiyosaki,"Rich Dad, Poor Dad",mobi,schema:Ebook
Eating_Dinosaur,authors,:,Chuck_Klosterman,"Klosterman, Chuck",Chuck Klosterman,Eating the Dinosaur,mobi,schema:Ebook
By_Light_of_Moon,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,By the Light of the Moon,mobi,schema:Ebook
Demon_Seed,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Demon Seed,mobi,schema:Ebook
False_Memory,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,False Memory,mobi,schema:Ebook
Fear_Nothing,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Fear Nothing,mobi,schema:Ebook
From_Corner_of_His_Eye,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,From the Corner of His Eye,mobi,schema:Ebook
